model,batch_size,learning_rate,epoch,train_accuracy,train_loss,validation_accuracy,validation_loss,with_ReduceLROnPlateau,with_weight_decay
ResNet101,32,0.001,1,85.15233320478211,0.4054979573329681,93.76158122297714,0.1761343654555579,True,True
ResNet101,32,0.001,2,90.8368684920941,0.2657104396798047,94.07041383570105,0.1574609200036445,True,True
ResNet101,32,0.001,3,91.53875819514076,0.2393243101613568,94.8116121062384,0.1358673267851711,True,True
ResNet101,32,0.001,4,90.92171230235247,0.2525180065132714,95.491043854231,0.1265227451473109,True,True
ResNet101,32,0.001,5,91.79328962591592,0.2281281136324987,94.8116121062384,0.1307548327239084,True,True
ResNet101,32,0.001,6,91.8627072888546,0.2336999871194582,95.92340951204449,0.1243591062295451,True,True
ResNet101,32,0.001,7,92.5106054762823,0.2222436966622257,96.23224212476838,0.1101905590053944,True,True
ResNet101,32,0.001,8,91.77786347859622,0.2298563374711081,95.42927733168622,0.1142041569343978,True,True
ResNet101,32,0.001,9,92.0940994986502,0.2116647636829852,96.10870907967882,0.1068482378628401,True,True
ResNet101,32,0.001,10,92.74971075973777,0.2000284245824946,96.10870907967882,0.0989269172229493,True,True
ResNet101,32,0.001,11,92.67258002313922,0.1962966992762949,96.54107473749228,0.0964661359951909,True,True
ResNet101,32,0.001,12,92.41804859236406,0.2084572597961927,96.29400864731316,0.1000108046629226,True,True
ResNet101,32,0.001,13,93.10451214809102,0.1881605986129547,95.55281037677578,0.1138180934891958,True,True
ResNet101,32,0.001,14,93.13536444273043,0.1909797835058252,95.86164298949969,0.1038525231381166,True,True
ResNet101,32,0.001,15,92.92711145391438,0.1973512811824826,95.79987646695491,0.1014421587480647,True,True
ResNet101,32,0.001,16,92.526031623602,0.2052273705115385,96.4793082149475,0.0924396643314656,True,True
ResNet101,32,0.001,17,92.4103355187042,0.2063542815301512,95.73810994441013,0.1121627358199261,True,True
ResNet101,32,0.001,18,93.1739298110297,0.1893498415329259,96.29400864731316,0.0947989381144426,True,True
ResNet101,32,0.001,19,92.87311993829542,0.186536693316999,95.73810994441013,0.104894534673019,True,True
ResNet101,32,0.001,20,93.51330505206325,0.1811058208245435,95.98517603458926,0.1042074904675531,True,True
ResNet101,32,0.001,21,93.01195526417276,0.1867478927459769,95.92340951204449,0.0945731795711931,True,True
ResNet101,32,0.001,22,94.71654454300038,0.1482566992931178,96.29400864731316,0.0894920549578148,True,True
ResNet101,32,0.001,23,94.97107597377556,0.1389390022718701,96.35577516985794,0.0852287295145323,True,True
ResNet101,32,0.001,24,94.94793675279598,0.1408312768799257,96.7881408276714,0.0841788723943561,True,True
ResNet101,32,0.001,25,95.13305052063248,0.1356469023091893,96.66460778258184,0.0841703541007911,True,True
ResNet101,32,0.001,26,94.8785190898573,0.1398989835529235,96.35577516985794,0.0890042505089499,True,True
ResNet101,32,0.001,27,94.95564982645584,0.1405957889848668,96.35577516985794,0.0854444859141949,True,True
ResNet101,32,0.001,28,95.0096413420748,0.1414136749696849,96.72637430512664,0.0837193158219509,True,True
ResNet101,32,0.001,29,95.10219822599306,0.1354194527739668,96.4793082149475,0.0845654483434605,True,True
ResNet101,32,0.001,30,94.84766679521788,0.140104175279183,96.4793082149475,0.0871424358802138,True,True
ResNet101,32,0.001,31,95.39529502506748,0.1281365815095897,96.97344039530574,0.0859698126386159,True,True
ResNet101,32,0.001,32,95.03278056305436,0.1335821295698434,96.72637430512664,0.0814901298780408,True,True
ResNet101,32,0.001,33,95.07905900501348,0.1350663518647805,96.7881408276714,0.0830058371605392,True,True
ResNet101,32,0.001,34,95.37986887774778,0.1277091824036697,97.03520691785052,0.082192618982791,True,True
ResNet101,32,0.001,35,95.3258773621288,0.1296750511790584,96.41754169240272,0.0876447728412184,True,True
ResNet101,32,0.001,36,95.01735441573469,0.1389099815355733,96.91167387276096,0.0824554373325286,True,True
ResNet101,32,0.001,37,95.34130350944852,0.1329430910217314,96.72637430512664,0.0803308606360481,True,True
ResNet101,32,0.001,38,95.01735441573469,0.1364806981956852,96.60284126003704,0.086761984954244,True,True
ResNet101,32,0.001,39,95.12533744697262,0.1336220117409718,97.03520691785052,0.0782023576081401,True,True
ResNet101,32,0.001,40,95.35672965676822,0.1276680780356759,96.72637430512664,0.081388144406696,True,True
ResNet101,32,0.001,41,95.37215580408792,0.1275480020713299,96.72637430512664,0.0803701457953852,True,True
ResNet101,32,0.001,42,95.37986887774778,0.1264995087782297,96.91167387276096,0.0809718683712537,True,True
ResNet101,32,0.001,43,95.27959892016968,0.1232639225463616,96.7881408276714,0.0807122433905925,True,True
ResNet101,32,0.001,44,95.47242576166605,0.1240422526246001,96.91167387276096,0.0779939918281218,True,True
ResNet101,32,0.001,45,95.36444273042808,0.1244526414104319,96.91167387276096,0.0772210570195217,True,True
ResNet101,32,0.001,46,95.41843424604706,0.1271354775770287,96.72637430512664,0.0803291451661875,True,True
ResNet101,32,0.001,47,95.210181257231,0.130804295059789,96.97344039530574,0.0760431223122092,True,True
ResNet101,32,0.001,48,95.63440030852294,0.1276160243283865,96.91167387276096,0.0798343421517047,True,True
ResNet101,32,0.001,49,95.0636328576938,0.1317115367523261,96.91167387276096,0.0800420410770468,True,True
ResNet101,32,0.001,50,95.54955649826456,0.1259905166529449,97.22050648548486,0.0741224126653761,True,True
ResNet101,32,0.0001,1,80.49363671423062,0.6176413052481383,92.89684990735022,0.2816662062324729,True,True
ResNet101,32,0.0001,2,90.3740840725029,0.3045897361973823,93.8851142680667,0.2094735323141018,True,True
ResNet101,32,0.0001,3,91.57732356344005,0.2511345061835984,94.1939468807906,0.1740592656584055,True,True
ResNet101,32,0.0001,4,92.48746625530272,0.2275862920240228,94.44101297096974,0.1647691494036539,True,True
ResNet101,32,0.0001,5,92.68029309679908,0.2128807987302101,94.50277949351452,0.1618816661557146,True,True
ResNet101,32,0.0001,6,92.78827612803704,0.2074678292580573,94.99691167387276,0.1421098094707464,True,True
ResNet101,32,0.0001,7,93.19706903200924,0.1967082066378863,94.8733786287832,0.1382105557850617,True,True
ResNet101,32,0.0001,8,93.420748168145,0.1803914790587692,95.42927733168622,0.1313479464939412,True,True
ResNet101,32,0.0001,9,93.95295025067487,0.178201479103251,95.61457689932055,0.1238049121080514,True,True
ResNet101,32,0.0001,10,93.71384496721944,0.1789354385688827,95.61457689932055,0.1201628491273332,True,True
ResNet101,32,0.0001,11,94.06093328191284,0.1740118001032565,95.67634342186535,0.1218069812063785,True,True
ResNet101,32,0.0001,12,94.32317778634786,0.1710183227508159,95.98517603458926,0.112536142607603,True,True
ResNet101,32,0.0001,13,94.38488237562667,0.1598697594399082,95.42927733168622,0.1216642240555409,True,True
ResNet101,32,0.0001,14,94.46201311222522,0.160218117212684,95.55281037677578,0.1137980581763401,True,True
ResNet101,32,0.0001,15,94.61627458542227,0.1516126295725993,96.10870907967882,0.1039188927696908,True,True
ResNet101,32,0.0001,16,94.8322406478982,0.1488304047161722,95.98517603458926,0.1157140456660486,True,True
ResNet101,32,0.0001,17,94.82452757423832,0.1542347316065885,95.92340951204449,0.1070784186058696,True,True
ResNet101,32,0.0001,18,94.62398765908216,0.1506006913213747,96.29400864731316,0.1003503338388149,True,True
ResNet101,32,0.0001,19,95.10991129965292,0.141524848918169,96.10870907967882,0.0963932130252942,True,True
ResNet101,32,0.0001,20,95.11762437331276,0.1348859245379643,96.35577516985794,0.0985460988948961,True,True
ResNet101,32,0.0001,21,95.34130350944852,0.1315107701777531,96.72637430512664,0.0948760480250177,True,True
ResNet101,32,0.0001,22,95.07905900501348,0.137053802623207,96.4793082149475,0.0945304376141661,True,True
ResNet101,32,0.0001,23,95.23332047821056,0.1372571801927326,96.4793082149475,0.0949488836751483,True,True
ResNet101,32,0.0001,24,95.03278056305436,0.1407874735700783,96.7881408276714,0.0915380331354361,True,True
ResNet101,32,0.0001,25,94.89394523717702,0.1429549944931136,95.98517603458926,0.1002824162589568,True,True
ResNet101,32,0.0001,26,95.17161588893174,0.128959891748766,96.4793082149475,0.0915475636115754,True,True
ResNet101,32,0.0001,27,95.48013883532587,0.1234475171578855,96.84990735021618,0.0841246078009991,True,True
ResNet101,32,0.0001,28,95.61126108754338,0.1232751824186536,96.7881408276714,0.0851826982643437,True,True
ResNet101,32,0.0001,29,95.59583494022368,0.1218682083259956,97.15873996294007,0.0796092006117653,True,True
ResNet101,32,0.0001,30,95.68067875048207,0.11999013145991,96.84990735021618,0.0855436113996285,True,True
ResNet101,32,0.0001,31,95.56498264558428,0.1245577975515771,97.28227300802963,0.0800115961522119,True,True
ResNet101,32,0.0001,32,95.75009641342076,0.1207088568601115,96.72637430512664,0.0837767796554401,True,True
ResNet101,32,0.0001,33,95.27959892016968,0.1254879769191302,97.52933909820877,0.0765564717790659,True,True
ResNet101,32,0.0001,34,95.81951407635944,0.117506049559658,97.28227300802963,0.0814767946973077,True,True
ResNet101,32,0.0001,35,95.70381797146165,0.1212642231538634,97.59110562075357,0.0810239089016035,True,True
ResNet101,32,0.0001,36,95.92749710759738,0.1152828333284614,97.4058060531192,0.0751228021496596,True,True
ResNet101,32,0.0001,37,96.13575009641342,0.1121674816472813,97.15873996294007,0.0817002289444573,True,True
ResNet101,32,0.0001,38,95.70381797146165,0.1209787422586966,97.4058060531192,0.0824166661877112,True,True
ResNet101,32,0.0001,39,96.12803702275356,0.1115991007857795,97.65287214329834,0.0708423496643994,True,True
ResNet101,32,0.0001,40,95.8735055919784,0.1118710930573896,97.83817171093268,0.0725253691586355,True,True
ResNet101,32,0.0001,41,95.76552256074044,0.1127829910737687,97.65287214329834,0.0704784043351252,True,True
ResNet101,32,0.0001,42,96.104897801774,0.1055751953095087,97.22050648548486,0.0756395399278285,True,True
ResNet101,32,0.0001,43,95.88121866563826,0.109533216239967,97.467572575664,0.0768456098762815,True,True
ResNet101,32,0.0001,44,96.46741226378712,0.1025045654585062,97.4058060531192,0.0750751934466796,True,True
ResNet101,32,0.0001,45,96.14346317007328,0.1033082094061844,97.65287214329834,0.068405791513357,True,True
ResNet101,32,0.0001,46,96.12803702275356,0.1043262441316848,97.7764051883879,0.0710398156478928,True,True
ResNet101,32,0.0001,47,96.3902815271886,0.1017053582122907,97.59110562075357,0.0673567856611757,True,True
ResNet101,32,0.0001,48,96.05090628615504,0.1073509018290145,97.71463866584313,0.0720103245557231,True,True
ResNet101,32,0.0001,49,96.24373312765135,0.1047969519325848,97.4058060531192,0.0727251563837532,True,True
ResNet101,32,0.0001,50,96.31315079059004,0.1024295915035173,97.83817171093268,0.0663415860754492,True,True
ResNet101,32,1e-05,1,51.85499421519476,1.2073704637036535,78.31995058678197,1.0025181805386263,True,True
ResNet101,32,1e-05,2,76.66023910528345,0.8929719421370276,89.31439159975294,0.7316408408623115,True,True
ResNet101,32,1e-05,3,83.82568453528731,0.6921459674982015,90.67325509573811,0.5642593689993316,True,True
ResNet101,32,1e-05,4,85.86193598148863,0.5730713791594717,91.22915379864114,0.4685143206049414,True,True
ResNet101,32,1e-05,5,87.42768993443887,0.4903855948465798,91.16738727609636,0.4103194334927727,True,True
ResNet101,32,1e-05,6,88.36097184728114,0.43572017234828087,92.03211859172329,0.35620638655096876,True,True
