batch_size,named_list,epoch,train_accuracy,train_loss,validation_accuracy,validation_loss
64,0.001,1,46.517547242576164,1.3261286780751984,64.97838171710933,0.805785925915608
64,0.001,2,59.54492865406865,0.8542092395533482,66.3372452130945,0.7297795323225168
64,0.001,3,64.22676436559969,0.7645801700688348,84.99073502161828,0.49531204339403373
64,0.001,4,69.07057462398765,0.7111007581497061,84.99073502161828,0.44930818118155
64,0.001,5,70.76745082915542,0.68322305814386,88.26436071649167,0.3832805286376522
64,0.001,6,72.7265715387582,0.6436000414963426,90.11735639283508,0.34594017224243057
64,0.001,7,73.01195526417277,0.6399192413673025,92.03211859172329,0.33437886440123504
64,0.001,8,73.96066332433475,0.6266766086294147,88.94379246448425,0.33587611197995454
64,0.001,9,73.7524103355187,0.6154430708274465,91.72328597899939,0.31146295533443874
64,0.001,10,74.26147319706904,0.6046306009363072,90.30265596046942,0.2957002090003628
64,0.001,11,74.1843424604705,0.6112607432703666,84.24953675108091,0.41366987646772313
64,0.001,12,74.22290782876976,0.6035188575977175,91.84681902408894,0.29939208435826004
64,0.001,13,75.22560740455071,0.584897184166415,88.88202594193947,0.3302535598811049
64,0.001,14,75.77323563440031,0.5799073795673295,92.09388511426806,0.27915804725713456
64,0.001,15,75.49556498264559,0.5853453071540212,93.51451513279802,0.27405356261162805
64,0.001,16,76.22059390667181,0.5737788791726963,94.50277949351451,0.22302556953106362
64,0.001,17,76.65252603162361,0.5677012880447463,92.58801729462631,0.26956230881982124
64,0.001,18,76.72194369456228,0.5627309638878395,94.5645460160593,0.22001178725622594
64,0.001,19,77.36212880833013,0.5476269591324435,92.15565163681285,0.23812074228548086
64,0.001,20,77.3004242190513,0.5425021234404277,94.5645460160593,0.20364826794516724
64,0.001,21,78.80447358272272,0.5188786526912539,93.08214947498456,0.2817735045436376
64,0.001,22,79.83802545314308,0.5022487919318852,94.31747992588018,0.19295519640525946
64,0.001,23,81.70458927882761,0.46873154524218275,95.42927733168622,0.19127812741610867
64,0.001,24,82.10566910914,0.4492608745550287,94.5645460160593,0.18391177507762152
64,0.001,25,84.1419205553413,0.41831186061422226,94.99691167387276,0.20331595973836486
64,0.001,26,86.18588507520246,0.3893395264454076,94.1939468807906,0.1904197053742022
64,0.001,27,86.81835711531045,0.37623490253692776,94.1939468807906,0.19436302120671967
64,0.001,28,87.19629772464327,0.37217266461238485,95.30574428659666,0.1630377383038509
64,0.001,29,87.41997686077902,0.35764725733860375,94.00864731315627,0.24251708725138926
64,0.001,30,87.25028924026225,0.3555256098215216,94.99691167387276,0.17149994793670395
64,0.001,31,88.08330119552642,0.342263887962097,94.1939468807906,0.2137400685186059
64,0.001,32,88.43038951021983,0.3291384800901554,95.1822112415071,0.1693078465387561
64,0.001,33,88.94716544543,0.3216276119275046,95.42927733168622,0.15324497095962913
64,0.001,34,89.57192441187813,0.3097569904303903,93.39098208770847,0.20831277929042138
64,0.001,35,89.86502121095256,0.2997686785503561,95.86164298949969,0.127955158520378
64,0.001,36,89.91901272657154,0.3015866617630855,95.24397776405188,0.18697559257606583
64,0.001,37,90.31237948322406,0.28943719946104907,96.29400864731316,0.14586226120445644
64,0.001,38,90.89857308137293,0.28339349896890187,95.42927733168622,0.13696704024466902
64,0.001,39,90.89857308137293,0.2731844654003975,96.23224212476838,0.14280986724099
64,0.001,40,90.42036251446201,0.28459701543958316,95.55281037677578,0.1523341525775882
64,0.0003,1,56.922483609718476,1.0324762942168513,80.11117974058061,0.6471532543118184
64,0.0003,2,64.52757423833397,0.8053285365034206,81.0994441012971,0.549596480344637
64,0.0003,3,70.34323177786348,0.7275499353561495,88.07906114885732,0.4468459483737556
64,0.0003,4,72.07096027767065,0.66639350626269,89.19085855466338,0.37419722985046416
64,0.0003,5,71.82414192055535,0.6531814128307286,91.29092032118592,0.35719733642270934
64,0.0003,6,72.74199768607791,0.6338929021593385,93.20568252007412,0.31476870856176203
64,0.0003,7,73.36675665252604,0.618795543321835,93.51451513279802,0.2950393124483526
64,0.0003,8,73.89124566139607,0.5976090011338295,92.89684990735022,0.2925376672512637
64,0.0003,9,73.71384496721944,0.5973043148153521,93.8851142680667,0.26951345493300605
64,0.0003,10,74.5005784805245,0.5862112858612549,93.45274861025324,0.2829649377470979
64,0.0003,11,74.8630929425376,0.56841601233177,94.8733786287832,0.23829816647160512
64,0.0003,12,74.46201311222522,0.5752430589034639,91.78505250154416,0.30299415287131876
64,0.0003,13,74.99421519475511,0.5652249913497511,92.58801729462631,0.2766598400015097
64,0.0003,14,74.59313536444273,0.5650712060810897,94.5645460160593,0.23968092451552644
64,0.0003,15,75.02506748939453,0.5616095456583746,94.44101297096974,0.255868573511879
64,0.0003,16,74.91708445815658,0.5540282115560448,92.46448424953675,0.29421371752575326
64,0.0001,1,58.087157732356346,0.9745849271125981,76.09635577516985,0.7732115834951401
