batch_size,named_list,epoch,train_accuracy,train_loss,validation_accuracy,validation_loss
32,0.0003,1,59.07443116081759,0.9028683037593447,81.90240889437925,0.5072163068780712
32,0.0003,2,70.21982259930583,0.6629257483655596,87.02903026559605,0.4041912776290202
32,0.0003,3,73.12765136907058,0.6171809725573497,91.16738727609635,0.3031342244323562
32,0.0003,4,75.10219822599306,0.5750773196370144,90.85855466337246,0.28265300889809925
32,0.0003,5,76.74508291554184,0.540531223410456,90.85855466337246,0.272232769970216
32,0.0003,6,77.35441573467027,0.5130489085401807,91.9703520691785,0.23891810619947956
32,0.0003,7,76.89934438873891,0.5274366527575577,91.3526868437307,0.24678772441385424
32,0.0003,8,78.01774006941767,0.49847013117938205,93.57628165534281,0.21163306902984486
32,0.0003,9,77.62437331276514,0.5055161579856144,93.76158122297714,0.2080054265611312
32,0.0003,10,78.38025453143078,0.5015896835864471,93.39098208770847,0.21033716548745537
32,0.0003,11,80.38565368299267,0.4827860318160997,92.6497838171711,0.20981362052992278
32,0.0003,12,80.86386424990359,0.4735164007383027,92.40271772699197,0.23949498135377378
32,0.0003,13,80.39336675665253,0.4802433676246939,93.8851142680667,0.19820096833156606
32,0.0003,14,81.28037022753567,0.459604841991892,91.9703520691785,0.26982720432045193
32,0.0003,15,81.4577709217123,0.46075335053240724,92.6497838171711,0.20876163695299743
32,0.0003,16,81.04897801774007,0.462144675366397,93.51451513279802,0.20303142519996448
32,0.0003,17,82.08252988816044,0.4485210687509311,94.1939468807906,0.1889020106663891
32,0.0003,18,82.26764365599692,0.44398901903350363,94.25571340333539,0.17109228235979876
32,0.0003,19,81.94369456228307,0.4424421455472561,93.51451513279802,0.19236735962148682
32,0.0003,20,83.11608175858079,0.4283215333455302,93.82334774552193,0.19190837140651604
32,0.0003,21,82.37562668723486,0.43506922569180945,94.31747992588018,0.1852852158778
32,0.0003,22,83.000385653683,0.43003314863798653,94.81161210623841,0.15608538436137287
32,0.0003,23,83.4477439259545,0.41437734072578364,94.1939468807906,0.18238811238723643
32,0.0003,24,83.32433474739683,0.4161276023449569,94.44101297096974,0.17367605899241478
32,0.0003,25,83.66370998843038,0.4081477124996373,94.99691167387276,0.156435109547102
32,0.0003,26,84.26532973389895,0.40141559906046964,94.13218035824583,0.16976170771408314
32,0.0003,27,84.01851137678365,0.3981371795015382,95.30574428659666,0.15916009775509
32,0.0001,1,68.42267643655997,0.7809460094116004,73.81099444101297,0.688504331873036
32,0.0001,2,78.05630543771693,0.5626665177970684,84.06423718344656,0.45604684164601506
32,0.0001,3,81.71230235248747,0.4618264397817292,83.44657195799877,0.4106655301453144
32,0.0001,4,84.39645198611646,0.41271371522854117,88.01729462631253,0.3046677639780968
32,0.0001,5,86.2475896644813,0.3781869376050721,84.3113032736257,0.39346020744985666
32,0.0001,6,86.83378326263016,0.3597890798534666,91.29092032118592,0.23617623077121144
32,0.0001,7,87.86733513305052,0.3382899890025261,90.42618900555898,0.2553359317894587
32,0.0001,8,87.87504820671037,0.3266849546633624,91.29092032118592,0.2587465746476607
32,0.0001,9,87.99074431160818,0.31752116822183424,91.47621988882025,0.22981040479670115
32,0.0001,10,88.14500578480525,0.3026507475821696,93.2674490426189,0.18088125586783624
32,0.0001,11,88.65406864635557,0.29971063047133645,93.82334774552193,0.1783395703064789
32,0.0001,12,88.86232163517161,0.2957625261925418,88.51142680667078,0.2822292249572153
32,0.0001,13,89.20940994986502,0.2873626071867978,94.00864731315627,0.17003209475546563
32,0.0001,14,89.34053220208253,0.2835422845493103,93.32921556516368,0.18457389559697213
32,0.0001,15,89.71847281141535,0.2792461860209263,93.76158122297714,0.16856695108307415
32,0.0001,16,89.88044735827228,0.27081095121727494,94.07041383570105,0.1542384593984952
32,0.0001,17,89.96529116853065,0.26290223252927436,94.44101297096974,0.1490516620288676
32,0.0001,18,89.77246432703433,0.2640801441621751,94.31747992588018,0.16019282759368128
32,0.0001,19,89.81102969533359,0.26600076656403215,94.81161210623841,0.15687032809649942
32,0.0001,20,90.46664095642113,0.25175151768429527,94.44101297096974,0.15500648327681976
32,0.0001,21,90.69803316621673,0.2509001590990521,94.81161210623841,0.16220807634960568
32,0.0001,22,91.22252217508677,0.23125982479068447,93.94688079061149,0.17503451342225376
32,3e-05,1,68.59236405707675,0.7807040800308359,64.17541692402718,0.8540655397901348
32,3e-05,2,81.37292711145392,0.5011754811103708,77.8875849289685,0.6021826829870834
32,3e-05,3,84.87466255302738,0.4191733212233177,80.72884496602842,0.5185442781167141
32,3e-05,4,86.20131122252218,0.38632796583651324,82.3965410747375,0.4666133881500904
32,3e-05,5,87.2734284612418,0.35734213736330345,83.6318715256331,0.4186843115398112
32,3e-05,6,88.08330119552642,0.34021887339174456,85.36133415688697,0.377631249846708
32,3e-05,7,88.65406864635557,0.3170209231194604,86.65843113032736,0.3353437868325843
32,3e-05,8,89.40223679136136,0.2992782895934993,86.28783199505868,0.3243506235577276
32,3e-05,9,89.34824527574239,0.2914179037577413,85.79369981470043,0.3584852152864686
32,3e-05,10,89.6104897801774,0.27992393300304275,86.5348980852378,0.32235187001060694
32,3e-05,11,90.24296182028539,0.2748239175439468,87.89376158122298,0.3117726647372668
32,3e-05,12,90.66718087157733,0.26397670072324464,87.15256331068561,0.2935306007914501
32,3e-05,13,90.65175472425761,0.25065323498485415,88.69672637430513,0.27273734652907494
32,3e-05,14,91.02969533359044,0.24991031805869982,88.57319332921557,0.27233438410536004
32,3e-05,15,91.12225221750867,0.245474556451801,88.88202594193947,0.2655136844225447
32,3e-05,16,91.65445430003857,0.23123235602317185,90.79678814082767,0.23141371561944776
32,3e-05,17,91.80100269957578,0.22708607078965734,90.11735639283508,0.25802612853323237
32,3e-05,18,91.90898573081373,0.22383700577276094,87.58492896849907,0.3053065729555765
32,3e-05,19,92.00154261473197,0.22510077753861255,87.70846201358863,0.2949038923480639
32,3e-05,20,92.12495179328963,0.2112819791445738,90.85855466337246,0.23470902602261334
32,3e-05,21,92.36405707674508,0.21193068855318237,89.7467572575664,0.2502096842149245
32,1e-05,1,61.74315464712688,0.9194114448988966,69.85793699814701,0.82590291780584
32,1e-05,2,77.59352101812573,0.5926277693269288,69.67263743051267,0.7441498786211014
32,1e-05,3,81.89741612032395,0.4930208909687738,70.35206917850525,0.7329714071809077
32,1e-05,4,84.09564211338218,0.4324727497737983,73.62569487337863,0.6536401279416739
32,1e-05,5,85.64596991901273,0.3987456021711157,72.94626312538604,0.69303502821747
32,1e-05,6,85.99305823370614,0.38518264109791794,74.49042618900556,0.6598981232473663
32,1e-05,7,86.8260701889703,0.36004943554771357,73.0697961704756,0.7097538413443402
32,1e-05,8,88.02930967990744,0.34367946902372565,72.94626312538604,0.7088912279874671
32,1e-05,9,88.12957963748553,0.33354974202261184,72.57566399011736,0.749629095762822
